timestamp,test_name,jsonl_filename,total_samples,normal_count,anomaly_count,anomaly_ratio,kafka_streaming_success,accuracy,precision,recall,f1_score,total_predictions,avg_processing_time_ms,cache_hit_rate,kafka_messages_processed
2025-09-13 18:26:52,stress_test_balanced,hdfs_stress_test_balanced.jsonl,10000,2000,8000,0.8,True,0.7095,1.0,0.636875,0.778159602901871,10000,67.5693923217339,0.0036,10000
