timestamp,test_name,jsonl_filename,total_samples,normal_count,anomaly_count,anomaly_ratio,kafka_streaming_success,accuracy,precision,recall,f1_score,total_predictions,avg_processing_time_ms,cache_hit_rate,kafka_messages_processed
2025-09-15 19:54:07,eval_test_5,hdfs_eval_test_5.jsonl,10000,9500,500,0.05,True,0.9817,0.9937694704049844,0.638,0.7771010962241168,10000,51.549577695436504,0.0028,10000
