timestamp,test_name,jsonl_filename,total_samples,normal_count,anomaly_count,anomaly_ratio,kafka_streaming_success,accuracy,precision,recall,f1_score,total_predictions,avg_processing_time_ms,cache_hit_rate,kafka_messages_processed
2025-09-13 18:41:27,pure_anomalies,hdfs_pure_anomalies.jsonl,10000,0,10000,1.0,True,0.6336,1.0,0.6336,0.7757100881488738,10000,10.903045266111832,0.802,10000
